x,y,z
-0.738,0.577,1.89
-0.739,0.052,1.705
-0.737,0.477,1.887
-0.737,0.376,1.888
-0.737,0.529,1.888
-0.738,0.205,1.845
-0.737,0.426,1.887
-0.727,0.631,1.841
-0.737,-0.403,1.367
-0.724,0.628,1.56
-0.734,0.613,1.879
-0.736,0.326,1.886
-0.735,0.277,1.884
-0.72,-0.001,1.834
-0.736,0.642,1.695
-0.736,-0.401,1.337
-0.733,0.228,1.88
-0.734,-0.406,1.645
-0.731,-0.401,1.019
-0.73,-0.273,1.876
-0.732,0.638,1.783
-0.732,0.203,1.356
-0.716,0.622,1.422
-0.728,-0.224,1.87
-0.73,-0.322,1.875
-0.73,0.199,1.597
-0.712,-0.392,1.376
-0.729,-0.4,0.987
-0.728,-0.176,1.868
-0.715,0.194,1.718
-0.717,0.052,1.477
-0.71,-0.392,1.268
-0.724,0.202,1.183
-0.723,0.044,1.315
-0.722,-0.281,0.962
-0.723,0.052,1.315
-0.719,-0.393,1.848
-0.718,-0.395,1.217
-0.717,-0.061,1.841
-0.717,-0.398,1.497
-0.716,0.199,1.224
-0.713,0.195,1.454
-0.713,-0.395,1.744
-0.709,-0.392,1.319
-0.709,0.051,1.678
-0.708,-0.388,0.947
-0.708,0.193,1.819
-0.708,0.195,1.264
-0.707,0.042,1.264
-0.707,0.05,1.264
-0.707,0.193,1.341
-0.705,-0.392,1.506
-0.703,0.433,0.939
-0.703,-0.391,1.768
-0.701,-0.391,1.627
-0.667,-0.0,1.784
-0.687,-0.381,1.389
-0.689,0.605,1.169
-0.689,0.609,1.371
-0.697,0.612,1.134
-0.689,0.608,0.981
-0.696,0.612,1.421
-0.689,0.605,1.08
-0.695,0.051,1.485
-0.694,0.612,1.033
-0.685,0.044,1.218
-0.693,0.608,1.641
-0.693,0.608,1.737
-0.667,-0.38,1.627
-0.692,0.605,1.779
-0.689,0.604,1.271
-0.67,-0.374,1.025
-0.69,0.041,1.136
-0.688,0.604,1.324
-0.688,0.602,1.468
-0.689,0.185,1.55
-0.689,0.051,1.687
-0.688,0.605,1.546
-0.672,-0.375,1.077
-0.686,0.603,1.24
-0.664,-0.366,1.776
-0.686,0.604,1.678
-0.671,0.052,1.732
-0.672,-0.374,1.124
-0.685,0.607,0.934
-0.674,0.052,1.523
-0.672,-0.374,0.97
-0.67,0.053,1.373
-0.673,-0.378,1.523
-0.671,0.595,1.43
-0.682,0.601,1.581
-0.665,-0.373,1.187
-0.67,0.186,1.063
-0.679,0.189,1.026
-0.663,0.591,1.182
-0.666,0.594,1.128
-0.664,-0.374,1.287
-0.664,0.594,1.48
-0.664,0.041,0.988
-0.663,-0.371,0.932
-0.664,0.476,1.781
-0.662,0.593,1.729
-0.664,0.524,1.781
-0.669,0.185,0.976
-0.662,-0.275,1.781
-0.663,-0.125,1.781
-0.663,0.572,1.779
-0.664,0.426,1.779
-0.663,0.276,1.781
-0.663,0.224,1.78
-0.664,0.325,1.781
-0.672,0.598,1.69
-0.662,-0.177,1.78
-0.662,-0.324,1.78
-0.662,0.375,1.779
-0.661,-0.225,1.778
-0.66,0.593,1.522
-0.661,0.593,1.272
-0.664,0.594,1.236
-0.662,0.187,1.777
-0.662,-0.073,1.779
-0.668,0.044,1.066
-0.663,-0.374,1.427
-0.66,0.591,1.383
-0.66,0.589,1.075
-0.66,0.59,1.023
-0.66,0.592,1.568
-0.665,-0.373,1.235
-0.658,0.592,1.324
-0.66,0.042,1.021
-0.663,0.184,0.924
-0.664,-0.37,0.897
-0.657,0.591,0.929
-0.66,-0.377,1.686
-0.659,0.592,0.976
-0.659,0.591,1.63
-0.657,-0.377,1.722
-0.664,0.176,1.543
-0.662,0.175,1.419
-0.662,0.175,1.667
-0.661,0.053,1.215
-0.657,-0.483,1.833
-0.659,-0.509,1.797
-0.655,0.173,1.329
-0.658,-0.375,1.489
-0.654,-0.485,1.376
-0.656,-0.484,1.69
-0.657,-0.508,1.382
-0.654,-0.506,1.025
-0.655,-0.507,1.837
-0.656,-0.506,1.677
-0.654,-0.494,1.286
-0.656,-0.506,1.184
-0.656,-0.487,1.791
-0.655,-0.493,1.741
-0.653,-0.374,1.558
-0.654,-0.497,1.025
-0.655,-0.508,1.288
-0.655,-0.488,1.563
-0.654,0.718,1.732
-0.652,-0.483,1.423
-0.653,-0.496,1.227
-0.653,0.716,1.565
-0.654,-0.485,1.623
-0.655,0.053,1.56
-0.654,0.719,1.895
-0.654,-0.509,1.329
-0.652,-0.37,1.326
-0.653,-0.507,1.425
-0.652,-0.491,1.335
-0.654,-0.503,1.205
-0.653,-0.508,1.479
-0.654,-0.507,1.737
-0.652,-0.495,1.076
-0.654,0.054,1.404
-0.653,0.71,1.825
-0.654,0.7,1.731
-0.652,-0.511,1.621
-0.653,-0.507,1.522
-0.652,0.714,1.682
-0.652,0.712,1.631
-0.653,0.172,1.25
-0.652,0.719,1.303
-0.652,0.04,0.938
-0.653,0.7,1.893
-0.653,-0.491,1.18
-0.652,0.718,1.179
-0.653,0.053,1.78
-0.651,-0.484,0.969
-0.652,-0.479,1.476
-0.652,0.719,1.221
-0.652,-0.504,1.064
-0.653,-0.497,1.129
-0.652,0.7,1.775
-0.652,-0.503,0.95
-0.651,0.71,1.381
-0.651,-0.485,1.519
-0.652,-0.506,1.555
-0.652,0.704,1.514
-0.652,0.697,1.642
-0.651,-0.484,1.894
-0.651,-0.496,0.932
-0.651,0.71,1.276
-0.651,0.711,1.77
-0.651,-0.504,1.127
-0.651,0.05,1.278
-0.651,0.691,1.821
-0.651,0.711,1.436
-0.651,0.714,1.017
-0.651,-0.507,0.948
-0.651,0.695,1.597
-0.651,0.698,1.547
-0.65,-0.493,0.898
-0.65,0.695,1.676
-0.644,-0.473,1.019
-0.626,0.723,1.275
-0.639,0.672,1.373
-0.63,0.723,1.524
-0.628,-0.38,0.879
-0.63,0.72,1.074
-0.629,0.725,1.43
-0.625,-0.514,1.773
-0.63,-0.381,0.978
-0.639,-0.381,1.373
-0.626,0.723,1.575
-0.646,-0.477,1.226
-0.636,-0.476,0.92
-0.637,0.592,1.121
-0.644,0.594,1.375
-0.634,0.724,1.179
-0.63,0.723,1.372
-0.638,0.174,1.783
-0.626,-0.505,0.922
-0.626,0.723,1.227
-0.639,-0.473,0.884
-0.631,-0.508,1.88
-0.629,0.001,1.891
-0.625,0.723,1.824
-0.641,0.596,1.425
-0.637,0.593,1.023
-0.625,-0.506,1.076
-0.648,0.049,0.977
-0.621,-0.475,1.891
-0.639,0.592,1.27
-0.628,0.721,1.024
-0.631,0.72,1.474
-0.633,0.724,1.325
-0.644,-0.477,1.123
-0.638,-0.386,1.62
-0.643,0.666,1.865
-0.639,0.593,1.176
-0.647,-0.463,1.636
-0.637,0.676,1.222
-0.63,-0.508,1.229
-0.626,-0.507,0.976
-0.634,-0.378,1.124
-0.644,-0.475,0.974
-0.646,-0.462,1.53
-0.644,0.046,1.111
-0.636,0.075,1.89
-0.626,0.073,1.118
-0.631,-0.074,1.891
-0.648,0.048,1.076
-0.637,0.044,0.922
-0.629,-0.126,1.891
-0.642,0.594,1.669
-0.634,0.59,0.883
-0.63,0.72,1.126
-0.628,-0.277,1.889
-0.643,0.593,1.621
-0.646,-0.469,1.282
-0.638,0.595,1.325
-0.645,-0.467,1.328
-0.629,0.722,0.972
-0.627,-0.506,1.126
-0.64,0.677,1.424
-0.643,0.596,1.721
-0.631,-0.176,1.889
-0.627,-0.373,1.888
-0.626,-0.511,1.425
-0.64,-0.384,1.519
-0.64,0.047,0.885
-0.644,-0.471,1.177
-0.643,-0.469,1.072
-0.627,0.724,1.773
-0.638,0.593,1.074
-0.627,-0.325,1.889
-0.623,-0.506,0.879
-0.639,-0.387,1.731
-0.647,-0.463,1.595
-0.637,0.672,1.473
-0.643,0.672,1.774
-0.647,0.048,1.24
-0.64,0.676,1.325
-0.634,0.593,0.972
-0.642,0.597,1.527
-0.636,0.674,1.122
-0.631,-0.378,1.221
-0.639,-0.376,1.784
-0.639,0.676,1.272
-0.626,-0.512,1.675
-0.631,-0.38,1.078
-0.645,-0.462,1.762
-0.628,-0.225,1.888
-0.633,0.593,0.925
-0.644,-0.459,1.372
-0.639,0.593,1.57
-0.642,0.161,1.676
-0.64,0.595,1.478
-0.637,-0.385,1.478
-0.629,0.162,1.118
-0.63,-0.38,1.031
-0.638,0.16,1.522
-0.636,0.675,1.171
-0.626,-0.424,1.885
-0.625,0.724,1.622
-0.635,0.075,1.572
-0.626,0.724,1.672
-0.623,-0.505,1.023
-0.625,0.161,0.973
-0.629,0.276,1.887
-0.626,0.725,1.875
-0.634,-0.382,1.276
-0.635,-0.382,1.325
-0.628,0.126,1.888
-0.629,0.374,1.888
-0.628,0.074,1.219
-0.636,-0.385,1.425
-0.629,0.076,1.273
-0.625,-0.51,1.375
-0.632,0.162,1.077
-0.63,0.531,1.886
-0.629,0.223,1.886
-0.623,-0.508,1.275
-0.628,-0.512,1.719
-0.63,0.478,1.882
-0.638,0.326,1.882
-0.629,0.426,1.885
-0.634,0.162,1.419
-0.631,0.173,1.886
-0.628,-0.379,0.923
-0.636,0.676,1.079
-0.627,0.162,1.019
-0.638,0.668,1.518
-0.625,-0.512,1.526
-0.627,0.726,1.722
-0.628,-0.511,1.473
-0.62,0.073,0.973
-0.639,0.577,1.782
-0.624,-0.508,1.177
-0.639,0.161,1.474
-0.637,0.083,1.681
-0.639,0.591,1.225
-0.625,0.722,0.924
-0.635,0.679,1.028
-0.639,-0.388,1.677
-0.64,0.159,1.73
-0.623,-0.513,1.825
-0.641,0.67,1.723
-0.64,0.073,1.788
-0.625,0.161,0.926
-0.637,0.664,1.626
-0.625,-0.512,1.578
-0.636,0.078,1.629
-0.636,0.575,1.878
-0.64,0.075,1.725
-0.638,0.666,1.678
-0.642,-0.471,1.707
-0.642,-0.457,1.498
-0.626,0.076,1.169
-0.637,0.158,1.569
-0.63,-0.381,1.172
-0.631,0.672,0.977
-0.635,0.073,1.425
-0.637,-0.453,1.681
-0.638,0.475,1.788
-0.635,-0.387,1.566
-0.635,0.66,1.572
-0.624,0.622,1.876
-0.636,0.168,1.34
-0.626,0.675,1.909
-0.638,0.523,1.787
-0.63,0.675,0.928
-0.64,-0.453,1.418
-0.637,0.001,1.788
-0.621,-0.509,1.326
-0.634,0.629,1.907
-0.638,-0.426,1.792
-0.638,0.323,1.789
-0.628,0.16,1.276
-0.637,0.123,1.738
-0.639,0.05,1.011
-0.624,0.075,1.023
-0.637,0.624,1.735
-0.634,0.076,1.512
-0.637,-0.421,1.741
-0.637,0.127,1.786
-0.615,0.582,1.904
-0.63,0.161,1.174
-0.637,-0.274,1.789
-0.635,0.127,1.686
-0.636,-0.424,1.519
-0.635,0.078,1.481
-0.623,-0.51,1.626
-0.637,-0.125,1.789
-0.631,-0.425,1.278
-0.637,0.426,1.784
-0.637,-0.177,1.789
-0.637,0.224,1.785
-0.634,-0.424,1.422
-0.637,0.376,1.784
-0.622,0.075,0.879
-0.631,-0.422,1.324
-0.637,0.621,1.849
-0.628,-0.421,1.222
-0.635,0.617,1.631
-0.634,0.12,1.626
-0.635,-0.072,1.784
-0.635,-0.423,1.627
-0.636,0.156,1.619
-0.622,0.711,1.905
-0.634,-0.425,1.563
-0.636,-0.323,1.786
-0.635,-0.424,1.69
-0.634,0.129,1.573
-0.635,0.627,1.78
-0.636,0.272,1.783
-0.634,0.625,1.681
-0.635,-0.225,1.784
-0.619,0.324,1.901
-0.627,0.478,1.901
-0.632,-0.422,1.478
-0.621,0.075,0.924
-0.632,0.127,1.474
-0.622,0.507,1.9
-0.635,0.383,1.9
-0.627,-0.424,1.168
-0.632,0.623,1.517
-0.634,0.111,1.9
-0.629,-0.423,1.125
-0.625,-0.119,1.901
-0.633,0.626,1.474
-0.631,0.16,1.378
-0.631,0.626,1.575
-0.631,0.123,1.508
-0.626,0.624,1.174
-0.629,0.122,1.42
-0.628,0.621,1.223
-0.629,0.624,1.324
-0.631,0.625,1.427
-0.63,0.621,1.374
-0.626,-0.421,1.077
-0.63,0.158,1.228
-0.63,0.079,1.368
-0.629,-0.421,1.358
-0.628,0.115,1.375
-0.629,0.624,1.281
-0.63,0.075,1.318
-0.623,0.076,1.072
-0.622,0.118,1.272
-0.625,-0.424,1.029
-0.624,-0.422,0.981
-0.624,0.624,1.027
-0.624,0.125,1.232
-0.625,0.625,1.125
-0.624,-0.423,0.882
-0.622,0.623,0.922
-0.619,0.124,0.922
-0.625,0.624,1.074
-0.624,-0.422,0.925
-0.623,0.125,1.183
-0.613,0.125,1.324
-0.622,0.624,0.979
-0.62,0.126,1.125
-0.622,0.16,0.875
-0.611,0.724,0.885
-0.619,0.126,0.877
-0.621,0.124,1.027
-0.619,0.126,0.976
-0.619,0.613,0.885
-0.619,0.122,1.071
-0.62,0.162,0.847
-0.617,0.073,0.844
-0.618,-0.421,0.847
-0.617,0.124,0.844
-0.618,-0.391,0.847
-0.609,-0.505,0.84
-0.611,0.586,0.849
-0.61,0.076,1.903
-0.61,0.245,1.902
-0.609,0.193,1.901
-0.609,0.253,1.901
-0.608,-0.159,1.901
-0.608,-0.077,1.9
-0.608,-0.478,1.901
-0.604,0.658,0.872
-0.603,-0.499,0.844
-0.573,-0.504,1.023
-0.573,0.722,1.476
-0.579,-0.511,1.877
-0.574,0.722,0.974
-0.576,0.722,1.023
-0.576,0.722,1.075
-0.575,0.725,1.327
-0.574,0.579,0.823
-0.578,0.724,1.377
-0.571,-0.504,0.827
-0.578,-0.51,1.627
-0.575,-0.507,0.979
-0.579,-0.511,1.529
-0.573,-0.509,1.429
-0.576,0.723,1.527
-0.574,-0.504,0.874
-0.573,0.722,0.873
-0.575,0.724,0.924
-0.577,-0.509,1.475
-0.577,0.724,1.274
-0.575,0.724,1.581
-0.572,0.724,1.177
-0.572,0.722,1.426
-0.58,-0.507,1.224
-0.575,0.724,1.223
-0.577,0.723,1.126
-0.577,0.723,1.625
-0.579,-0.507,1.082
-0.578,0.723,1.728
-0.575,-0.505,1.124
-0.579,0.724,1.876
-0.575,-0.504,0.925
-0.576,-0.508,1.325
-0.583,-0.499,1.031
-0.576,0.722,1.775
-0.582,0.631,1.907
-0.582,-0.512,1.777
-0.573,0.723,1.675
-0.573,-0.507,1.273
-0.586,0.674,1.906
-0.584,0.714,1.909
-0.574,-0.509,1.379
-0.57,-0.511,1.679
-0.575,-0.511,1.729
-0.571,-0.505,1.172
-0.582,0.529,1.903
-0.582,0.176,1.902
-0.579,0.562,1.902
-0.591,0.3,1.902
-0.584,0.223,1.902
-0.59,0.413,1.901
-0.582,0.476,1.896
-0.581,0.578,1.897
-0.577,0.331,1.903
-0.578,0.368,1.9
-0.579,0.424,1.896
-0.579,0.274,1.896
-0.581,-0.01,1.902
-0.581,0.377,1.897
-0.58,0.514,1.897
-0.574,0.23,1.897
-0.568,-0.514,1.825
-0.58,0.128,1.896
-0.579,0.002,1.896
-0.58,0.073,1.895
-0.577,-0.175,1.895
-0.577,0.177,1.897
-0.579,-0.079,1.892
-0.581,0.323,1.892
-0.578,-0.126,1.895
-0.58,0.603,1.895
-0.572,-0.51,1.574
-0.581,-0.424,1.895
-0.587,0.133,1.274
-0.57,0.722,1.826
-0.578,-0.225,1.892
-0.577,-0.275,1.892
-0.58,-0.326,1.892
-0.579,-0.375,1.892
-0.584,0.135,1.225
-0.577,-0.499,0.863
-0.575,-0.475,1.887
-0.564,0.721,0.827
-0.582,-0.498,0.944
-0.575,0.62,0.839
-0.567,-0.498,0.967
-0.573,-0.499,0.826
-0.563,-0.503,0.791
-0.572,0.456,1.901
-0.572,-0.057,1.904
-0.569,0.689,0.818
-0.572,0.094,1.903
-0.571,-0.442,1.904
-0.572,0.106,1.902
-0.571,0.677,1.897
-0.571,-0.324,1.902
-0.57,-0.388,1.901
-0.561,-0.499,1.053
-0.554,0.661,0.8
-0.524,-0.507,1.225
-0.529,-0.499,0.768
-0.526,0.726,1.724
-0.52,-0.508,0.925
-0.519,-0.508,0.875
-0.526,0.722,0.973
-0.534,0.712,1.905
-0.524,0.722,1.421
-0.52,-0.505,0.781
-0.521,0.724,1.222
-0.521,0.727,1.625
-0.529,0.677,1.903
-0.525,-0.498,0.976
-0.525,0.725,0.824
-0.519,-0.513,1.176
-0.519,-0.521,1.583
-0.516,-0.515,1.326
-0.52,-0.506,1.026
-0.525,0.721,1.075
-0.522,0.722,1.821
-0.517,-0.514,1.28
-0.518,0.727,1.67
-0.524,0.725,0.922
-0.521,0.724,1.27
-0.524,0.724,1.524
-0.524,0.722,1.123
-0.524,0.722,1.025
-0.522,0.723,1.375
-0.518,-0.514,1.125
-0.533,0.526,1.902
-0.524,0.622,1.903
-0.539,-0.497,1.067
-0.519,-0.518,1.524
-0.519,-0.52,1.772
-0.532,0.586,1.902
-0.537,0.229,1.902
-0.522,0.724,1.767
-0.521,-0.505,0.824
-0.539,0.634,1.897
-0.531,0.269,1.901
-0.526,0.57,1.898
-0.518,-0.517,1.629
-0.519,0.522,1.898
-0.519,-0.506,0.972
-0.521,0.725,0.776
-0.524,0.725,0.874
-0.534,0.424,1.896
-0.527,0.669,1.896
-0.537,0.324,1.901
-0.533,0.192,1.901
-0.529,0.377,1.897
-0.526,0.726,1.472
-0.521,0.726,1.323
-0.523,0.325,1.897
-0.525,0.28,1.897
-0.526,0.472,1.896
-0.523,0.224,1.898
-0.526,0.123,1.896
-0.53,-0.073,1.897
-0.518,-0.519,1.478
-0.525,0.171,1.896
-0.526,0.076,1.897
-0.517,-0.518,1.431
-0.514,-0.519,1.377
-0.522,0.722,1.171
-0.531,-0.498,1.037
-0.524,-0.328,1.894
-0.525,-0.176,1.896
-0.514,-0.51,1.076
-0.526,0.0,1.894
-0.525,-0.513,1.721
-0.533,0.523,0.768
-0.528,-0.423,1.894
-0.526,-0.125,1.894
-0.524,-0.275,1.891
-0.523,-0.375,1.891
-0.524,-0.226,1.893
-0.522,-0.473,1.891
-0.522,-0.498,0.873
-0.524,0.586,0.77
-0.516,-0.517,1.883
-0.518,0.726,1.58
-0.535,0.628,0.778
-0.517,-0.522,1.833
-0.532,-0.499,0.823
-0.538,0.49,0.755
-0.53,-1.674,0.529
-0.516,-0.519,1.683
-0.515,0.726,1.876
-0.526,-1.679,0.472
-0.537,-0.5,0.902
-0.53,-1.622,0.474
-0.528,-1.627,0.377
-0.526,-1.73,0.675
-0.52,-1.778,0.423
-0.528,-1.625,0.573
-0.522,-1.729,0.523
-0.522,-1.727,0.475
-0.522,-1.685,0.423
-0.534,0.3,0.75
-0.521,-1.732,0.575
-0.527,-1.627,0.423
-0.518,-1.881,0.525
-0.523,-1.775,0.276
-0.51,0.319,0.721
-0.525,-1.576,0.478
-0.52,-1.724,0.427
-0.525,-1.675,0.225
-0.526,-1.577,0.575
-0.524,-1.626,0.626
-0.517,0.27,0.73
-0.526,-1.627,0.325
-0.524,-0.465,0.732
-0.517,-1.824,0.474
-0.517,-1.877,0.424
-0.525,-1.639,0.225
-0.524,-1.728,0.626
-0.518,-1.775,0.527
-0.528,-1.624,0.527
-0.523,0.423,0.738
-0.525,-1.626,0.275
-0.522,-1.678,0.373
-0.517,-1.88,0.473
-0.525,-1.676,0.577
-0.523,-1.726,0.275
-0.527,-1.679,0.618
-0.516,-1.824,0.574
-0.516,-1.825,0.423
-0.525,-1.673,0.275
-0.519,-1.773,0.474
-0.524,-1.586,0.376
-0.52,-1.674,0.326
-0.518,-1.779,0.578
-0.515,0.473,0.726
-0.52,-1.826,0.327
-0.525,-1.577,0.522
-0.518,-1.68,0.075
-0.514,-1.925,0.425
-0.527,-0.326,0.733
-0.515,-2.023,0.574
-0.524,-1.578,0.419
-0.516,-1.826,0.626
-0.521,-1.723,0.329
-0.517,-1.978,0.577
-0.516,-1.875,0.675
-0.523,-1.827,0.278
-0.522,-1.675,0.175
-0.516,-1.828,0.525
-0.517,-2.024,0.524
-0.52,-1.929,0.27
-0.518,-1.776,0.373
-0.525,-1.728,0.706
-0.519,-1.676,0.124
-0.521,-1.822,0.176
-0.516,-1.981,0.523
-0.516,-1.975,0.476
-0.517,-1.773,0.625
-0.523,-1.724,0.226
-0.518,-1.774,0.675
-0.524,-0.421,0.73
-0.517,-1.877,0.626
-0.519,-1.778,0.33
-0.524,-1.585,0.678
-0.513,-2.134,0.674
-0.516,-2.021,0.473
-0.523,-0.371,0.729
-0.521,-1.615,0.674
-0.516,0.43,1.902
-0.516,-1.875,0.575
-0.522,-1.775,0.176
-0.519,-1.723,0.375
-0.527,0.132,1.903
-0.517,-1.977,0.425
-0.524,-1.671,0.679
-0.518,0.493,1.901
-0.519,-2.025,0.275
-0.515,-1.824,0.675
-0.521,-1.824,0.225
-0.521,-1.723,0.174
-0.52,-1.974,0.33
-0.526,-1.584,0.707
-0.515,0.364,1.902
-0.515,-1.922,0.525
-0.524,-1.593,0.328
-0.517,-1.926,0.676
-0.519,-1.926,0.175
-0.521,-1.632,0.184
-0.527,0.063,1.901
-0.516,-2.077,0.624
-0.521,-2.024,0.326
-0.513,-1.775,0.718
-0.515,-2.075,0.527
-0.518,-1.969,0.223
-0.516,-2.071,0.427
-0.511,-2.169,0.626
-0.52,-0.129,1.901
-0.516,-1.972,0.38
-0.521,-1.874,0.224
-0.522,-1.619,0.704
-0.521,-2.076,0.326
-0.52,-2.081,0.276
-0.513,-1.925,0.577
-0.519,-1.874,0.377
-0.516,-1.924,0.624
-0.515,-1.928,0.473
-0.514,-1.973,0.624
-0.519,-1.976,0.274
-0.521,-1.579,0.627
-0.52,-1.872,0.175
-0.521,-1.776,0.225
-0.518,-1.923,0.125
-0.51,0.228,0.72
-0.52,-1.928,0.224
-0.514,-2.133,0.275
-0.52,-1.871,0.276
-0.511,-1.827,0.723
-0.517,-1.972,0.177
-0.514,-2.075,0.577
-0.51,-1.874,0.715
-0.516,-2.023,0.425
-0.517,-1.823,0.377
-0.51,-2.128,0.722
-0.519,-1.876,0.118
-0.515,-2.129,0.378
-0.513,-2.132,0.626
-0.52,-2.203,0.604
-0.514,-1.683,0.011
-0.514,-2.072,0.675
-0.513,-2.131,0.176
-0.518,-1.871,0.324
-0.514,-2.075,0.475
-0.518,-2.071,0.376
-0.51,-2.167,0.577
-0.512,-2.129,0.573
-0.508,0.726,0.736
-0.514,-2.025,0.629
-0.516,-2.132,0.324
-0.514,-2.135,0.221
-0.515,-1.921,0.378
-0.509,-1.924,0.722
-0.522,-1.666,0.703
-0.514,-1.725,-0.004
-0.518,-2.027,0.226
-0.523,-0.499,1.104
-0.513,-2.022,0.674
-0.512,-2.132,0.427
-0.518,-1.925,0.322
-0.508,-1.975,0.723
-0.518,-2.078,0.228
-0.517,-2.075,0.172
-0.517,-1.824,0.129
-0.518,-1.584,0.289
-0.519,-1.722,0.126
-0.516,0.683,0.741
-0.514,-1.925,0.074
-0.514,-1.973,0.674
-0.516,-2.023,0.376
-0.517,-1.772,0.122
-0.507,0.13,0.71
-0.514,-1.531,0.573
-0.514,-1.827,0.073
-0.515,-1.776,0.072
-0.508,-0.274,0.375
-0.508,-2.153,0.711
-0.509,-0.224,0.272
-0.508,-0.125,0.272
-0.514,-2.13,0.123
-0.516,-1.73,0.078
-0.513,-2.131,0.474
-0.516,-2.024,0.127
-0.513,-1.777,0.005
-0.513,-1.872,0.075
-0.509,-2.155,0.371
-0.51,-2.212,0.591
-0.509,-2.169,0.674
-0.508,0.276,0.324
-0.509,-0.275,0.524
-0.517,-2.027,0.174
-0.512,-1.825,0.001
-0.514,-1.973,0.123
-0.51,-0.075,0.425
-0.515,-2.07,0.127
-0.513,-2.129,0.528
-0.509,-0.075,0.272
-0.509,-0.225,0.375
-0.507,0.325,0.325
-0.509,0.225,0.324
-0.509,-0.225,0.424
-0.514,-1.969,0.078
-0.507,0.325,0.275
-0.509,-0.126,0.424
-0.507,0.075,0.274
-0.51,-1.927,0.004
-0.507,0.225,0.575
-0.507,0.176,0.474
-0.51,-2.027,0.0
-0.508,0.175,0.425
-0.508,-0.175,0.374
-0.509,-0.175,0.324
-0.509,-0.275,0.272
-0.508,-0.374,0.272
-0.512,-1.725,-0.075
-0.508,-0.225,0.324
-0.507,0.124,0.274
-0.507,0.175,0.274
-0.514,-1.692,-0.063
-0.508,0.074,0.324
-0.507,0.425,0.274
-0.508,-0.274,0.425
-0.508,0.225,0.423
-0.511,-1.777,-0.07
-0.507,0.075,0.425
-0.512,-1.781,0.825
-0.508,-0.325,0.272
-0.506,0.225,0.625
-0.508,-0.174,0.271
-0.509,-0.275,0.324
-0.513,-2.083,0.076
-0.508,-0.075,0.323
-0.513,-2.029,0.079
-0.508,-0.325,0.522
-0.514,-1.628,0.131
-0.512,-1.731,-0.12
-0.507,0.274,0.425
-0.51,-1.781,0.772
-0.509,-2.135,0.073
-0.507,-0.224,0.623
-0.507,-0.125,0.324
-0.508,-0.125,0.375
-0.504,-2.154,0.429
-0.514,-1.527,0.688
-0.506,0.373,0.275
-0.507,-0.124,0.573
-0.508,-0.416,0.526
-0.508,-0.376,0.324
-0.508,-2.153,0.234
-0.508,-0.175,0.426
-0.508,0.175,0.324
-0.507,0.124,0.375
-0.509,-1.974,-0.003
-0.51,-1.775,-0.124
-0.506,0.125,0.325
-0.508,0.275,0.274
-0.507,0.324,0.424
-0.508,-0.325,0.324
-0.508,-0.125,0.473
-0.507,0.425,0.324
-0.508,0.174,0.374
-0.508,-0.374,0.376
-0.507,-0.275,0.475
-0.51,-1.875,-0.004
-0.508,-1.82,-0.123
-0.506,0.376,0.325
-0.508,-0.074,0.473
-0.506,0.124,0.523
-0.508,-0.324,0.375
-0.506,-0.225,0.473
-0.507,-0.075,0.374
-0.507,-2.156,0.129
-0.505,0.47,0.325
-0.508,0.225,0.374
-0.507,-0.001,0.474
-0.506,-2.153,0.276
-0.507,-2.158,0.523
-0.507,-0.001,0.275
-0.507,-0.225,0.525
-0.508,0.225,0.273
-0.507,-2.156,0.329
-0.508,0.374,0.426
-0.508,-0.374,0.425
-0.508,-0.325,0.425
-0.506,0.376,0.473
-0.506,0.224,0.525
-0.505,0.074,0.575
-0.507,-0.415,0.271
-0.505,0.325,0.575
-0.508,-0.075,0.522
-0.507,0.176,0.575
-0.513,-1.515,0.621
-0.507,-0.276,0.574
-0.51,-2.074,0.009
-0.508,-0.325,0.472
-0.506,-0.174,0.522
-0.507,-0.125,0.625
-0.506,-0.324,0.626
-0.507,0.125,0.474
-0.508,-0.003,0.425
-0.51,-1.745,-0.177
-0.514,-1.645,0.074
-0.504,0.375,0.574
-0.507,-0.173,0.576
-0.506,0.124,0.575
-0.507,0.224,0.474
-0.506,-2.157,0.477
-0.51,-1.825,-0.074
-0.507,0.075,0.473
-0.508,-2.131,0.003
-0.506,-0.176,0.626
-0.507,0.375,0.376
-0.508,-0.076,0.626
-0.508,-0.223,0.573
-0.506,0.075,0.374
-0.506,-0.002,0.525
-0.507,-1.817,0.828
-0.507,0.125,0.424
-0.507,-0.375,0.476
-0.505,-0.007,0.575
-0.507,0.275,0.375
-0.506,0.275,0.576
-0.506,0.075,0.626
-0.506,0.324,0.373
-0.507,-1.827,0.775
-0.507,-0.005,0.324
-0.507,-0.414,0.425
-0.505,0.001,0.374
-0.507,-0.175,0.473
-0.506,0.325,0.473
-0.507,0.275,0.525
-0.507,-0.415,0.374
-0.506,-0.276,0.71
-0.507,-0.125,0.523
-0.508,-2.076,-0.074
-0.506,0.325,0.525
-0.506,-0.374,0.624
-0.506,-2.153,0.081
-0.505,0.175,0.623
-0.505,0.076,0.524
-0.509,-2.071,0.719
-0.505,0.124,0.673
-0.507,0.126,0.623
-0.505,0.374,0.523
-0.507,0.275,0.474
-0.507,-2.074,0.928
-0.506,-0.374,0.524
-0.507,-2.131,0.771
-0.509,-2.03,0.724
-0.508,-2.154,-0.063
