x,y,z
0.372,-0.386,0.598
0.356,1.142,0.593
0.371,0.467,0.413
0.367,-0.959,1.246
0.374,-0.523,1.445
0.362,0.634,0.064
0.359,1.178,0.621
0.356,0.967,0.665
0.381,-0.827,1.379
0.382,-0.875,1.378
0.374,-0.676,2.226
0.373,0.821,0.019
0.369,1.279,2.123
0.373,-0.877,1.407
0.373,-0.823,1.407
0.371,-0.924,1.404
0.373,-0.725,1.414
0.376,0.774,0.005
0.391,0.265,0.398
0.374,-0.777,1.411
0.368,0.782,0.262
0.364,-0.965,1.403
0.357,-0.517,0.766
0.364,1.135,0.006
0.377,1.223,0.442
0.374,0.261,0.01
0.363,1.073,0.133
0.372,1.223,2.243
0.377,1.28,1.675
0.378,1.282,2.024
0.369,1.025,2.243
0.373,0.775,0.07
0.368,0.242,0.076
0.374,0.421,0.41
0.375,-0.53,1.459
0.378,-0.66,1.453
0.36,1.039,0.225
0.375,0.226,2.238
0.375,0.875,2.244
0.374,0.574,2.242
0.375,-0.621,1.456
0.375,0.177,2.239
0.373,0.274,2.238
0.373,1.074,2.245
0.37,0.776,2.243
0.374,1.126,2.245
0.375,0.973,2.245
0.375,0.626,2.245
0.376,0.825,2.244
0.376,0.325,2.241
0.376,1.176,2.245
0.377,0.725,2.243
0.374,0.818,0.228
0.37,0.922,2.246
0.375,0.373,2.241
0.365,-0.504,0.378
0.375,0.002,2.239
0.375,0.076,2.242
0.381,0.67,2.246
0.376,-0.224,2.24
0.369,0.373,0.404
0.379,-0.47,0.718
0.376,-0.625,2.234
0.374,0.477,2.245
0.375,0.423,2.246
0.377,0.125,2.24
0.377,-0.578,2.241
0.375,0.524,2.244
0.376,-0.174,2.24
0.377,-0.271,2.237
0.362,1.157,2.25
0.377,-0.526,2.236
0.376,-0.124,2.241
0.375,0.26,0.074
0.375,0.77,0.194
0.375,-0.475,2.237
0.376,-0.075,2.239
0.376,-0.426,2.24
0.377,-0.375,2.241
0.363,0.702,2.25
0.363,0.687,2.251
0.376,0.532,0.146
0.384,-0.421,0.325
0.378,-0.694,2.133
0.363,-0.501,0.414
0.363,0.801,0.272
0.382,-0.328,2.24
0.377,-0.691,2.028
0.364,-0.634,1.793
0.369,-0.486,0.415
0.385,-0.417,0.123
0.365,-0.316,2.251
0.365,-0.298,2.251
0.365,0.856,0.054
0.366,1.039,0.311
0.375,0.636,0.137
0.382,-0.682,1.935
0.377,0.244,0.124
0.367,0.943,0.66
0.374,0.523,-0.066
0.379,1.236,0.663
0.383,-0.421,0.376
0.375,0.864,0.033
0.368,-0.604,0.857
0.371,-0.608,1.722
0.385,-0.922,1.225
0.384,-0.777,1.377
0.37,0.868,0.589
0.376,-0.919,1.195
0.371,0.839,0.584
0.386,0.245,0.429
0.374,-0.559,1.414
0.381,-0.86,1.14
0.387,0.373,0.207
0.387,1.284,2.179
0.384,-0.819,1.087
0.373,1.078,0.228
0.384,1.196,0.651
0.39,0.246,0.173
0.386,0.481,0.148
0.376,0.912,0.623
0.375,-0.56,1.594
0.385,0.758,0.101
0.385,0.766,0.373
0.382,0.261,0.511
0.387,-0.824,1.12
0.386,-0.397,0.12
0.387,-0.411,0.175
0.388,0.677,0.065
0.387,-0.413,0.226
0.385,-0.399,0.088
0.386,-0.879,1.176
0.388,0.245,0.509
0.379,0.587,0.428
0.382,1.184,-0.005
0.382,1.23,0.055
0.38,1.063,0.387
0.38,1.135,0.632
0.381,0.819,0.174
0.381,-0.672,0.927
0.382,1.135,0.121
0.388,-0.439,0.686
0.388,-0.725,1.123
0.39,0.659,0.041
0.387,-0.399,0.333
0.382,1.096,0.264
0.391,-0.399,0.182
0.382,-0.591,1.674
0.393,0.258,0.225
0.386,-0.399,-0.017
0.385,-0.725,1.324
0.39,0.872,0.206
0.388,-0.826,1.174
0.386,-0.723,1.221
0.387,-0.772,1.28
0.389,-0.677,1.223
0.388,-0.776,1.126
0.385,-0.723,1.37
0.391,-0.398,0.214
0.387,-0.822,1.281
0.39,-0.675,1.172
0.386,-0.724,1.279
0.391,-0.677,1.277
0.387,-0.772,1.22
0.386,-0.824,1.328
0.386,-0.823,1.222
0.385,0.647,0.035
0.386,-0.778,1.328
0.39,-0.675,1.323
0.385,1.115,0.231
0.387,-0.725,1.173
0.388,-0.875,1.223
0.387,-0.77,1.171
0.388,-0.922,1.312
0.386,-0.873,1.268
0.391,-0.674,1.376
0.392,0.763,0.332
0.387,0.301,0.131
0.389,-0.879,1.32
0.39,-0.676,1.125
0.39,-0.932,1.273
0.389,0.85,0.159
0.389,1.078,2.25
0.394,0.247,0.225
0.39,1.017,2.253
0.39,0.933,2.251
0.39,0.775,2.251
0.391,0.465,2.251
0.395,-0.403,-0.054
0.391,-0.8,1.064
0.397,0.498,0.378
0.397,0.256,0.27
0.396,0.349,0.202
0.396,0.859,0.277
0.395,0.252,-0.052
0.397,1.177,0.129
0.397,-0.399,0.366
0.398,0.248,0.265
0.398,0.959,0.638
0.398,-0.624,-0.058
0.399,0.255,0.305
0.398,1.122,0.356
0.399,0.905,0.152
0.399,0.936,0.04
0.399,-0.775,1.038
0.404,0.248,0.28
0.401,1.173,0.445
0.419,1.274,0.726
0.426,-0.692,2.022
0.423,1.28,1.324
0.406,0.359,0.177
0.425,-0.406,0.225
0.423,1.277,0.324
0.405,1.266,-0.007
0.426,-0.723,1.111
0.402,1.129,0.432
0.424,-0.407,0.325
0.424,-0.405,0.002
0.417,0.264,0.374
0.424,-0.409,0.475
0.425,-0.779,1.113
0.413,-0.616,-0.058
0.405,-0.484,0.004
0.408,-0.388,0.599
0.428,0.731,0.031
0.414,0.262,0.278
0.424,-0.408,0.424
0.416,0.27,0.181
0.409,0.762,0.283
0.424,-0.407,0.374
0.413,1.274,0.126
0.424,1.281,0.826
0.425,-0.405,0.174
0.411,0.361,0.214
0.425,-0.814,1.109
0.423,-0.673,1.118
0.417,0.273,0.219
0.406,0.781,0.323
0.403,0.249,0.415
0.417,0.262,0.323
0.425,-0.669,1.427
0.425,1.277,1.273
0.42,1.28,1.824
0.402,0.249,0.231
0.409,1.271,0.08
0.424,-0.406,0.275
0.432,0.694,0.079
0.425,0.715,0.11
0.424,-0.411,0.574
0.419,0.716,0.373
0.425,1.279,1.176
0.426,1.277,0.375
0.411,-0.399,0.181
0.417,0.519,0.378
0.425,-0.405,0.076
0.415,0.323,0.19
0.427,1.276,1.424
0.426,1.282,0.876
0.417,1.276,0.175
0.401,1.202,0.091
0.424,-0.409,0.525
0.424,-0.405,0.125
0.41,-0.399,0.266
0.42,1.275,0.275
0.422,1.277,0.778
0.423,0.327,0.211
0.422,0.73,0.436
0.425,0.267,0.126
0.402,1.235,-0.003
0.425,1.283,1.63
0.42,0.274,0.0
0.424,1.279,1.225
0.422,0.619,0.223
0.401,1.127,0.37
0.429,0.82,0.269
0.424,0.772,0.006
0.405,0.858,0.27
0.428,1.277,0.425
0.419,1.276,0.224
0.421,0.263,0.417
0.428,0.479,0.381
0.423,1.279,1.075
0.425,1.281,0.923
0.422,0.63,0.373
0.421,0.276,0.075
0.426,1.28,0.974
0.427,1.282,2.123
0.429,0.582,0.214
0.407,-0.397,0.216
0.412,-0.399,0.135
0.426,-0.386,0.612
0.426,1.279,1.125
0.422,1.278,1.529
0.414,0.419,0.212
0.418,1.228,0.678
0.422,1.281,1.677
0.402,1.164,0.234
0.419,0.687,0.112
0.402,0.249,0.393
0.429,-0.405,-0.066
0.42,0.416,0.148
0.406,0.248,0.311
0.422,-0.664,1.273
0.424,0.691,0.038
0.432,0.721,0.063
0.426,-0.664,1.323
0.427,1.281,1.025
0.422,1.22,0.429
0.41,0.923,0.166
0.418,1.264,0.693
0.423,1.276,2.23
0.425,1.275,1.476
0.428,0.736,0.453
0.43,0.521,0.212
0.404,-0.451,0.17
0.426,1.28,1.721
0.427,1.281,1.776
0.429,-0.664,1.224
0.423,-0.666,1.467
0.419,0.327,0.128
0.427,-0.408,0.602
0.424,1.282,2.03
0.421,0.867,-0.0
0.426,-0.665,1.174
0.427,1.28,1.879
0.415,-0.43,0.677
0.428,0.63,0.423
0.426,1.278,1.373
0.409,0.578,-0.071
0.424,0.264,0.515
0.432,0.473,0.43
0.423,-0.679,2.229
0.413,1.19,0.671
0.412,-0.461,0.118
0.423,0.821,0.012
0.414,0.724,0.228
0.419,-0.398,-0.066
0.409,1.22,0.118
0.406,-0.749,1.008
0.422,0.678,0.418
0.413,0.83,0.222
0.421,0.575,0.373
0.425,0.262,0.477
0.427,1.281,1.975
0.407,0.742,0.259
0.426,-0.665,1.375
0.426,1.281,1.571
0.427,0.923,0.626
0.409,1.171,0.28
0.422,0.674,0.373
0.421,1.281,1.925
0.425,-0.58,-0.054
0.416,1.071,2.241
0.413,0.916,0.148
0.423,-0.821,1.093
0.42,0.569,-0.112
0.417,1.175,2.244
0.425,0.816,0.325
0.421,1.22,2.245
0.42,0.621,2.241
0.421,0.825,2.241
0.421,1.026,2.243
0.409,-0.7,2.131
0.418,0.575,0.425
0.423,0.42,2.242
0.422,0.977,2.245
0.422,-0.378,2.237
0.421,0.521,0.137
0.422,0.074,2.24
0.429,0.769,0.105
0.423,0.001,2.241
0.421,0.877,2.245
0.42,0.774,2.243
0.428,0.67,0.225
0.422,0.273,2.241
0.422,0.227,2.238
0.421,1.131,2.245
0.422,0.925,2.246
0.423,0.375,2.244
0.42,0.677,2.246
0.423,-0.624,2.232
0.421,-0.123,2.237
0.419,0.471,0.143
0.427,0.272,-0.069
0.424,0.725,2.245
0.423,0.324,2.243
0.433,-0.694,2.124
0.422,-0.524,2.235
0.422,-0.323,2.238
0.423,-0.174,2.24
0.423,0.178,2.242
0.423,-0.075,2.24
0.422,0.575,2.244
0.422,0.526,2.242
0.422,0.123,2.24
0.424,0.476,2.244
0.418,0.917,0.058
0.423,-0.225,2.242
0.42,0.618,-0.045
0.423,-0.575,2.237
0.43,-0.69,1.971
0.424,1.286,2.175
0.423,-0.474,2.237
0.414,-0.504,-0.012
0.424,-0.428,2.24
0.429,0.775,0.378
0.424,-0.275,2.243
0.427,0.929,2.251
0.413,0.715,2.252
0.413,0.451,2.25
0.413,0.878,0.175
0.425,0.372,0.42
0.424,-0.694,2.076
0.417,1.183,0.331
0.413,0.442,2.252
0.426,1.286,2.079
0.432,-0.399,0.071
0.415,-0.677,1.916
0.428,0.984,0.006
0.426,0.825,0.375
0.416,0.433,0.422
0.436,0.76,0.074
0.416,0.889,0.613
0.418,0.926,0.242
0.43,-0.692,2.174
0.423,-0.575,-0.048
0.419,-0.4,0.348
0.421,1.219,0.238
0.433,0.515,0.415
0.439,0.62,-0.08
0.431,0.614,0.127
0.43,0.311,-0.061
0.428,-0.659,1.863
0.434,-0.666,1.524
0.435,0.311,0.011
0.424,0.978,0.636
0.435,0.927,-0.066
0.434,0.977,0.167
0.426,1.193,0.392
0.432,-0.662,0.916
0.435,-0.399,0.011
0.428,1.111,0.733
0.428,1.238,0.72
0.428,0.856,0.213
0.435,0.775,0.237
0.438,1.238,0.767
0.431,1.246,0.288
0.441,1.271,0.454
0.443,0.483,0.211
0.434,1.176,2.25
0.434,1.25,2.252
0.434,1.106,2.251
0.435,1.09,2.254
0.435,0.661,2.251
0.435,0.779,2.252
0.435,0.647,2.253
0.437,-0.135,2.252
0.437,-0.346,2.25
0.437,-0.355,2.251
0.44,1.165,0.756
0.441,1.244,0.371
0.444,0.978,0.149
0.443,-0.399,0.394
0.446,-0.737,-0.09
0.443,-0.66,1.568
0.443,-0.644,1.82
0.443,0.696,0.455
0.446,-0.69,-0.083
0.446,1.247,0.458
0.447,-0.643,1.579
0.446,-0.627,1.773
0.446,0.881,0.075
0.446,0.317,0.056
0.448,0.447,0.381
0.447,0.369,0.147
0.448,0.616,-0.111
0.448,0.302,0.268
0.462,0.417,0.434
0.473,1.279,1.673
0.475,-0.407,0.274
0.474,-0.406,-0.075
0.452,1.266,0.455
0.469,-0.408,0.602
0.476,0.736,0.46
0.481,-0.399,0.015
0.466,0.435,0.137
0.48,-0.408,-0.114
0.475,0.714,0.008
0.474,-0.673,1.119
0.474,-0.405,0.001
0.473,-0.407,0.323
0.453,0.698,0.068
0.462,0.697,0.015
0.468,0.47,0.378
0.463,0.278,0.325
0.452,1.267,0.431
0.474,-0.408,0.474
0.457,0.64,-0.088
0.475,-0.41,0.525
0.475,-0.774,1.113
0.467,0.63,-0.129
0.478,0.435,0.382
0.473,-0.407,0.424
0.464,0.333,0.223
0.474,1.279,1.174
0.472,1.277,1.125
0.474,-0.405,0.126
0.479,-0.817,1.111
0.474,1.277,1.274
0.474,-0.387,0.612
0.469,0.714,0.068
0.456,1.123,0.736
0.477,0.67,0.231
0.475,1.276,1.423
0.464,-0.773,1.033
0.473,1.278,1.324
0.474,-0.407,0.375
0.474,1.28,0.876
0.475,-0.405,0.076
0.476,-0.725,1.111
0.471,-0.665,1.274
0.47,0.62,0.225
0.474,-0.406,0.224
0.467,0.572,0.421
0.477,0.827,0.001
0.475,1.283,1.626
0.469,0.726,0.442
0.475,1.281,1.024
0.475,-0.405,0.174
0.472,0.477,0.215
0.469,0.525,0.373
0.473,1.28,1.926
0.479,0.768,0.222
0.475,1.281,0.976
0.469,0.517,0.219
0.47,1.282,1.976
0.462,0.723,0.106
0.473,-0.666,1.475
0.471,0.683,0.43
0.475,1.282,2.077
0.476,-0.667,1.376
0.474,-0.412,0.576
0.474,1.278,1.224
0.474,1.279,1.523
0.483,0.288,0.229
0.477,1.275,1.474
0.468,-0.821,1.09
0.474,1.282,1.577
0.474,-0.664,1.224
0.476,0.771,0.069
0.475,-0.663,1.174
0.473,0.287,0.47
0.468,0.576,0.373
0.476,1.173,2.241
0.474,1.272,2.234
0.475,1.281,1.872
0.475,1.279,1.074
0.464,0.289,0.082
0.475,-0.399,0.065
0.466,1.066,-0.003
0.472,-0.667,1.525
0.468,0.626,0.374
0.475,0.63,0.43
0.473,1.276,0.828
0.476,1.281,0.927
0.453,0.484,0.136
0.455,0.279,0.51
0.47,-0.723,-0.092
0.465,-0.423,0.669
0.456,-0.616,0.87
0.473,0.923,2.24
0.47,-0.621,2.231
0.472,0.768,-0.003
0.473,0.979,2.242
0.474,-0.628,-0.068
0.468,0.577,0.216
0.479,0.822,2.243
0.478,0.325,0.429
0.475,0.872,2.241
0.477,1.279,1.376
0.467,1.029,2.245
0.454,-0.616,1.741
0.473,-0.666,1.324
0.475,1.123,2.244
0.473,1.281,1.771
0.466,-0.571,2.233
0.477,1.281,1.725
0.483,0.677,0.462
0.479,0.384,0.136
0.477,1.074,2.244
0.471,-0.372,2.239
0.472,0.578,2.243
0.462,1.259,0.797
0.467,0.288,0.126
0.476,1.283,1.821
0.472,0.729,2.245
0.469,-0.324,2.24
0.475,0.719,0.228
0.476,0.428,0.216
0.474,-0.691,1.975
0.479,0.377,0.223
0.47,0.676,0.374
0.468,0.726,0.374
0.473,0.121,2.239
0.478,0.31,0.074
0.469,0.474,2.242
0.477,-0.678,2.231
0.473,0.677,2.245
0.473,0.001,2.238
0.479,1.217,2.242
0.467,-0.274,2.24
0.455,1.048,0.025
0.476,0.525,2.243
0.471,0.324,2.242
0.468,-0.425,2.239
0.476,0.527,0.422
0.472,0.176,2.24
0.467,0.377,2.242
0.457,-0.592,1.676
0.475,-0.476,2.237
0.468,0.773,2.246
0.469,1.224,0.784
0.47,0.628,2.245
0.477,-0.526,2.236
0.474,0.426,2.242
0.47,0.076,2.241
0.482,0.327,0.173
0.475,0.224,2.24
0.467,-0.225,2.239
0.465,0.293,0.003
0.47,-0.074,2.239
0.474,0.276,2.241
0.471,0.871,0.386
0.466,-0.176,2.244
0.468,-0.125,2.241
0.472,0.279,0.27
0.476,1.282,2.019
0.474,0.679,-0.07
0.457,1.236,2.254
0.472,0.782,2.252
0.477,-0.4,0.387
0.48,-0.666,1.573
0.479,1.285,2.17
0.478,0.778,0.376
0.47,0.28,0.371
0.471,1.063,0.675
0.471,-0.399,0.21
0.46,0.927,0.013
0.472,0.318,0.281
0.466,0.281,0.431
0.475,-0.693,2.079
0.478,-0.665,1.427
0.474,-0.696,2.177
0.475,0.313,0.376
0.481,0.293,0.181
0.468,0.311,0.322
0.477,0.819,0.381
0.477,-0.399,0.127
0.474,0.816,0.076
0.481,-0.693,2.025
0.463,0.936,0.219
0.477,1.281,2.122
0.463,0.835,0.254
0.463,0.97,0.002
0.464,1.027,0.235
0.484,0.872,0.021
0.474,-0.399,0.18
0.477,-0.777,-0.105
0.47,-0.753,-0.098
0.468,-0.393,0.6
0.465,1.189,0.772
0.482,0.48,0.43
0.466,0.965,0.244
0.467,0.96,0.054
0.489,0.62,0.458
0.467,0.296,-0.075
0.474,1.019,0.264
0.478,-0.667,1.626
0.483,1.056,-0.111
0.47,0.661,0.114
0.471,0.839,0.239
0.471,1.114,-0.015
0.476,0.575,0.121
0.483,1.249,0.804
0.487,-0.693,2.13
0.472,0.501,0.13
0.484,0.317,0.024
0.473,0.868,0.085
0.476,-0.596,-0.059
0.478,0.304,-0.106
0.49,0.672,-0.112
0.48,-0.82,-0.118
0.481,0.328,2.252
0.481,0.635,-0.164
0.481,0.917,0.071
0.482,-0.177,2.252
0.49,-0.681,-0.084
0.483,0.832,0.1
0.483,0.753,0.106
0.492,-0.667,1.678
0.484,0.59,0.454
0.487,0.97,0.189
0.484,0.964,-0.078
0.489,0.708,-0.054
0.485,0.923,0.327
0.492,1.059,0.275
0.487,-0.746,1.004
0.488,0.907,0.296
0.488,0.975,0.661
0.489,1.107,0.691
0.492,-0.677,1.918
0.492,0.361,-0.125
0.493,0.312,-0.079
0.493,1.092,0.227
0.494,-0.4,0.299
0.494,-0.652,0.905
0.494,0.653,-0.166
0.497,0.861,0.105
0.499,-0.67,1.722
0.5,-0.398,0.331
0.528,0.975,2.245
0.526,-0.408,0.376
0.523,0.728,-0.075
0.529,0.275,2.242
0.525,-0.077,2.241
0.528,0.324,2.245
0.522,0.736,0.016
0.526,-0.673,1.12
0.519,0.476,0.22
0.52,1.025,2.244
0.523,0.726,0.462
0.523,-0.662,1.223
0.518,0.624,2.246
0.5,1.192,0.743
0.528,0.005,2.242
0.525,0.722,2.244
0.522,-0.406,-0.118
0.526,-0.625,2.234
0.525,-0.406,0.226
0.525,-0.407,0.276
0.526,1.082,2.246
0.529,0.876,2.243
0.523,-0.176,2.239
0.529,1.125,2.243
0.525,1.278,1.124
0.524,0.307,0.172
0.524,-0.408,0.426
0.524,-0.227,2.241
0.529,-0.475,2.24
0.525,-0.406,-0.074
0.526,0.566,2.245
0.523,-0.425,2.24
0.523,-0.575,2.234
0.526,0.74,0.056
0.523,-0.411,0.574
0.529,0.672,2.245
0.526,-0.377,2.24
0.5,0.297,0.383
0.522,0.923,0.393
0.533,-0.524,2.236
0.527,1.231,2.242
0.524,0.476,2.245
0.524,-0.404,0.126
0.523,1.277,1.223
0.525,-0.406,0.002
0.527,0.173,2.242
0.524,1.278,1.327
0.524,1.277,1.074
0.53,0.226,2.242
0.525,0.775,2.246
0.523,1.278,1.273
0.521,0.47,0.373
0.524,0.377,0.227
0.513,0.708,0.446
0.507,0.295,0.213
0.517,1.266,2.253
0.528,-0.675,2.228
0.501,0.697,-0.087
0.52,0.42,0.38
0.519,0.525,0.374
0.52,-0.715,-0.091
0.514,0.577,0.421
0.501,0.299,0.406
0.524,-0.126,2.242
0.527,-0.665,1.323
0.526,0.373,2.246
0.529,0.769,-0.013
0.524,-0.405,0.175
0.523,-0.407,0.325
0.524,1.28,1.825
0.527,-0.662,1.174
0.518,1.185,-0.015
0.507,0.519,0.224
0.518,-0.791,-0.113
0.526,-0.816,1.11
0.522,-0.387,0.61
0.528,0.67,0.236
0.531,0.525,2.242
0.523,-0.405,0.075
0.532,0.928,2.246
0.524,-0.409,0.474
0.519,1.281,1.574
0.523,0.576,0.375
0.524,-0.41,0.606
0.525,1.281,0.875
0.519,-0.667,-0.083
0.52,0.767,0.064
0.525,1.279,1.026
0.525,1.28,0.924
0.526,1.279,1.428
0.502,0.294,0.316
0.524,-0.273,2.24
0.524,1.28,2.025
0.524,1.28,0.973
0.525,-0.325,2.242
0.525,-0.411,0.523
0.523,-0.665,1.526
0.502,-0.4,0.399
0.532,0.075,2.243
0.522,0.672,0.375
0.526,1.281,1.923
0.519,0.81,-0.019
0.524,-0.669,1.624
0.532,0.426,2.244
0.526,1.276,1.175
0.502,-0.399,0.266
0.53,0.127,2.242
0.526,-0.693,2.077
0.54,0.319,0.137
0.523,-0.663,1.272
0.503,0.408,2.251
0.514,0.299,0.188
0.524,0.623,0.429
0.529,1.281,1.724
0.526,1.281,1.624
0.527,-0.772,1.113
0.514,0.395,2.252
0.503,0.139,2.25
0.529,1.279,1.672
0.524,1.283,2.121
0.503,0.065,2.251
0.521,1.274,1.376
0.524,-0.667,1.376
0.504,0.704,0.104
0.523,1.281,1.973
0.52,-0.399,0.066
0.53,0.677,0.441
0.522,-0.664,1.419
0.526,-0.725,1.114
0.515,0.877,0.014
0.53,-0.669,1.676
0.523,-0.667,1.575
0.529,1.276,0.826
0.523,0.723,0.375
0.527,-0.67,1.484
0.527,1.278,1.871
0.528,0.628,0.225
0.525,1.277,1.473
0.505,0.966,-0.078
0.526,1.281,1.528
0.527,1.116,-0.034
0.527,1.279,1.776
0.506,1.035,0.225
0.517,0.419,0.226
0.521,-0.419,0.665
0.524,0.625,0.375
0.529,1.285,2.176
0.537,0.533,0.462
0.518,0.309,0.429
0.513,0.688,-0.137
0.518,-0.695,2.176
0.525,-0.691,2.024
0.511,0.322,-0.017
0.508,0.468,0.126
0.524,-0.692,2.122
0.508,0.372,-0.113
0.52,-0.566,0.818
0.521,0.769,0.376
0.508,-0.675,1.907
0.529,-0.472,0.72
0.519,0.359,0.436
0.508,0.897,0.225
0.518,0.579,0.221
0.508,0.536,0.12
0.527,-0.821,1.089
0.524,-0.671,1.728
0.534,0.829,0.074
0.526,0.322,0.371
0.515,0.48,0.453
0.526,-0.399,0.213
0.519,-0.643,-0.071
0.519,-0.818,-0.121
0.525,0.377,0.013
0.534,0.628,0.465
0.528,0.67,0.466
0.525,-0.69,1.974
0.528,-0.671,1.776
0.532,1.28,2.229
0.522,0.685,-0.175
0.538,0.728,-0.113
0.537,0.583,0.464
0.522,0.532,0.415
0.532,0.719,0.237
0.533,0.393,0.382
0.528,1.279,2.072
0.526,0.415,0.126
0.528,1.131,0.228
0.531,1.236,-0.033
0.525,0.332,-0.071
0.526,0.768,-0.072
0.523,0.324,0.086
0.515,-0.737,0.993
0.529,-0.813,0.117
0.535,1.179,-0.16
0.517,0.885,0.388
0.517,-0.761,-0.099
0.527,0.472,0.405
0.519,0.33,-0.134
0.518,-0.665,1.878
0.518,0.947,0.276
0.518,0.648,0.106
0.531,1.224,-0.055
0.53,0.311,0.329
0.519,0.871,0.066
0.52,0.99,0.337
0.52,1.042,0.197
0.52,1.119,0.708
0.528,-0.82,0.178
0.539,1.262,0.779
0.525,0.301,0.228
0.534,1.175,2.245
0.527,-0.399,0.18
0.521,1.012,0.099
0.535,0.824,2.244
0.522,0.996,0.402
0.528,0.385,-0.073
0.536,-0.836,0.229
0.537,1.229,0.742
0.541,1.067,2.251
0.527,1.245,0.767
0.536,0.787,2.25
0.533,0.356,0.326
0.525,0.849,2.251
0.533,0.926,0.029
0.537,0.594,2.252
0.525,1.087,0.702
0.537,-0.666,1.827
0.526,-0.03,2.25
0.526,-0.539,0.79
0.539,-0.826,0.086
0.526,-0.399,0.023
0.528,0.315,0.464
0.529,1.094,-0.127
0.534,0.918,0.212
0.534,1.185,0.132
0.531,0.36,0.271
0.537,0.38,0.453
0.539,-0.775,1.034
0.537,0.766,0.232
0.533,-0.933,-0.161
0.531,1.149,0.144
0.533,-0.431,-0.164
0.541,0.761,-0.119
0.54,0.708,-0.167
0.54,1.062,0.007
0.534,-0.819,-0.072
0.534,-0.686,0.94
0.535,1.054,0.698
0.542,0.819,-0.079
0.542,-0.875,-0.142
0.536,0.309,0.251
0.537,-0.839,0.023
0.537,0.98,0.4
0.541,0.924,0.082
0.538,0.972,0.258
0.539,0.836,0.222
0.539,1.13,0.253
0.543,0.836,0.383
0.539,-0.398,-0.122
0.54,1.197,0.209
0.54,-0.852,0.232
0.546,1.257,-0.038
0.543,1.253,-0.054
0.543,1.127,-0.138
0.544,1.194,0.258
0.544,0.569,0.11
0.547,1.221,0.136
0.545,1.014,0.305
0.545,-0.973,-0.171
0.547,1.218,0.177
0.545,1.209,0.2
0.546,1.21,2.251
0.547,-0.857,0.184
0.548,0.615,2.253
0.548,-0.864,0.148
0.548,0.478,2.251
0.574,-0.408,0.373
0.579,-0.93,-0.163
0.571,-0.411,0.604
0.576,-0.662,1.173
0.574,0.741,0.032
0.575,-0.723,1.114
0.575,-0.408,0.424
0.57,-0.665,1.519
0.573,-0.405,0.176
0.574,-0.776,1.115
0.573,0.423,0.378
0.575,-0.407,-0.074
0.569,0.627,0.235
0.565,0.726,-0.119
0.573,-0.411,0.574
0.574,-0.406,-0.0
0.564,0.388,0.381
0.572,-0.408,0.325
0.575,-0.407,-0.119
0.571,-0.69,2.023
0.577,1.088,0.002
0.556,1.195,0.27
0.573,1.279,1.274
0.566,0.776,-0.071
0.574,1.278,1.124
0.555,0.738,-0.097
0.564,0.714,0.463
0.575,1.28,0.974
0.574,-0.671,1.123
0.575,0.741,0.057
0.575,1.279,0.874
0.573,-0.671,1.768
0.572,0.779,-0.001
0.555,-0.841,0.236
0.57,0.765,-0.131
0.576,0.575,0.466
0.575,-0.411,0.526
0.588,0.339,0.028
0.559,0.324,0.117
0.581,0.676,0.462
0.577,-0.663,1.224
0.561,-0.71,-0.094
0.572,-0.667,1.473
0.573,-0.409,0.473
0.575,-0.388,0.613
0.551,-0.855,0.184
0.574,-0.406,0.075
0.575,-0.408,0.276
0.574,1.282,1.577
0.574,-0.406,0.125
0.584,0.48,0.23
0.573,1.276,1.024
0.576,1.278,0.925
0.572,0.778,0.378
0.576,1.28,0.824
0.576,0.628,0.466
0.556,-0.682,-0.086
0.572,-0.967,-0.172
0.574,-0.664,1.427
0.573,-0.667,1.58
0.563,1.233,0.143
0.566,0.57,0.234
0.554,-0.86,0.147
0.554,-0.841,0.062
0.575,-0.407,0.227
0.575,-0.664,1.275
0.576,-0.695,2.171
0.571,-0.669,1.629
0.567,0.739,-0.167
0.571,1.214,-0.184
0.573,1.276,1.375
0.566,1.183,-0.168
0.576,1.278,1.327
0.574,1.279,1.225
0.57,1.126,-0.138
0.562,0.667,0.239
0.571,-0.693,2.118
0.574,-0.669,1.673
0.553,0.992,-0.088
0.573,0.976,0.226
0.574,1.268,0.782
0.575,1.236,0.161
0.553,-0.548,0.798
0.573,1.282,1.525
0.562,0.33,0.376
0.562,0.329,0.322
0.575,1.277,1.472
0.557,1.239,-0.063
0.578,0.426,0.465
0.566,1.229,0.26
0.577,1.28,1.728
0.567,-0.675,1.873
0.573,-0.691,1.972
0.575,1.282,1.624
0.565,-1.016,-0.182
0.57,1.177,0.166
0.555,-0.706,-0.101
0.573,1.131,0.734
0.554,1.121,0.205
0.56,0.808,-0.13
0.576,1.269,-0.059
0.554,0.639,0.101
0.554,0.443,0.403
0.554,1.159,-0.018
0.563,0.318,0.166
0.574,1.284,2.182
0.57,0.864,0.027
0.574,-0.873,0.037
0.575,1.278,1.074
0.576,-0.423,0.67
0.575,-0.669,1.723
0.579,0.582,0.433
0.576,1.277,1.175
0.576,1.279,1.426
0.571,1.279,1.974
0.576,0.768,0.062
0.569,-0.439,-0.174
0.566,0.668,0.447
0.562,0.527,0.42
0.575,1.28,1.927
0.558,-0.861,0.222
0.576,1.279,1.774
0.574,-0.664,1.381
0.572,1.282,2.074
0.568,1.079,0.719
0.564,-0.399,0.174
0.565,0.871,-0.086
0.579,0.819,-0.077
